issuer,metric,period_end,value,form,fy,fp,frame
JPMorgan Chase,total_assets,2008-12-31,2175052000000,10-Q,2009.0,Q2,
JPMorgan Chase,total_assets,2008-12-31,2175052000000,10-K,2009.0,FY,CY2008Q4I
JPMorgan Chase,total_assets,2009-06-30,2026642000000,10-Q,2009.0,Q2,CY2009Q2I
JPMorgan Chase,total_assets,2009-09-30,2041009000000,10-Q,2009.0,Q3,CY2009Q3I
JPMorgan Chase,total_assets,2009-12-31,2031989000000,10-K,2009.0,FY,
JPMorgan Chase,total_assets,2009-12-31,2031989000000,10-Q,2010.0,Q1,
JPMorgan Chase,total_assets,2010-03-31,2135796000000,10-Q,2010.0,Q1,CY2010Q1I
JPMorgan Chase,total_assets,2010-06-30,2014019000000,10-Q,2010.0,Q2,CY2010Q2I
JPMorgan Chase,total_assets,2010-09-30,2141595000000,10-Q,2010.0,Q3,CY2010Q3I
JPMorgan Chase,total_assets,2010-12-31,2117605000000,10-K,2010.0,FY,
JPMorgan Chase,total_assets,2010-12-31,2117605000000,10-Q,2011.0,Q1,
JPMorgan Chase,total_assets,2011-03-31,2198161000000,10-Q,2011.0,Q1,
JPMorgan Chase,total_assets,2011-06-30,2246764000000,10-Q,2011.0,Q2,
JPMorgan Chase,total_assets,2011-09-30,2289240000000,10-Q,2011.0,Q3,
JPMorgan Chase,total_assets,2011-12-31,2265792000000,10-K,2011.0,FY,
JPMorgan Chase,total_assets,2011-12-31,2265792000000,10-Q,2012.0,Q1,
JPMorgan Chase,total_assets,2012-03-31,2320330000000,10-Q,2012.0,Q1,
JPMorgan Chase,total_assets,2012-06-30,2290146000000,10-Q,2012.0,Q2,
JPMorgan Chase,total_assets,2012-09-30,2321284000000,10-Q,2012.0,Q3,
JPMorgan Chase,total_assets,2012-12-31,2359141000000,10-K,2012.0,FY,
JPMorgan Chase,total_assets,2012-12-31,2359141000000,10-Q,2013.0,Q1,
JPMorgan Chase,total_assets,2013-03-31,2389349000000,10-Q,2013.0,Q1,
JPMorgan Chase,total_assets,2013-06-30,2439494000000,10-Q,2013.0,Q2,
JPMorgan Chase,total_assets,2013-09-30,2463309000000,10-Q,2013.0,Q3,
JPMorgan Chase,total_assets,2013-12-31,2415689000000,10-K,2013.0,FY,
JPMorgan Chase,total_assets,2013-12-31,2415689000000,10-Q,2014.0,Q1,
JPMorgan Chase,total_assets,2014-03-31,2476986000000,10-Q,2014.0,Q1,
JPMorgan Chase,total_assets,2014-06-30,2520336000000,10-Q,2014.0,Q2,
JPMorgan Chase,total_assets,2014-09-30,2527005000000,10-Q,2014.0,Q3,
JPMorgan Chase,total_assets,2014-12-31,2573126000000,10-K,2014.0,FY,
JPMorgan Chase,total_assets,2014-12-31,2572773000000,10-Q,2015.0,Q1,
JPMorgan Chase,total_assets,2015-03-31,2577148000000,10-Q,2015.0,Q1,
JPMorgan Chase,total_assets,2015-06-30,2449599000000,10-Q,2015.0,Q2,
JPMorgan Chase,total_assets,2015-09-30,2417121000000,10-Q,2015.0,Q3,
JPMorgan Chase,total_assets,2015-12-31,2351698000000,10-K,2015.0,FY,
JPMorgan Chase,total_assets,2015-12-31,2351698000000,10-Q,2016.0,Q1,
JPMorgan Chase,total_assets,2016-03-31,2423808000000,10-Q,2016.0,Q1,
JPMorgan Chase,total_assets,2016-06-30,2466096000000,10-Q,2016.0,Q2,
JPMorgan Chase,total_assets,2016-09-30,2521029000000,10-Q,2016.0,Q3,
JPMorgan Chase,total_assets,2016-12-31,2490972000000,10-K,2016.0,FY,
JPMorgan Chase,total_assets,2016-12-31,2490972000000,10-Q,2017.0,Q1,
JPMorgan Chase,total_assets,2017-03-31,2546290000000,10-Q,2017.0,Q1,
JPMorgan Chase,total_assets,2017-06-30,2563174000000,10-Q,2017.0,Q2,
JPMorgan Chase,total_assets,2017-09-30,2563074000000,10-Q,2017.0,Q3,
JPMorgan Chase,total_assets,2017-12-31,2533600000000,10-K,2017.0,FY,
JPMorgan Chase,total_assets,2017-12-31,2533600000000,10-Q,2018.0,Q1,
JPMorgan Chase,total_assets,2018-03-31,2609785000000,10-Q,2018.0,Q1,
JPMorgan Chase,total_assets,2018-06-30,2590050000000,10-Q,2018.0,Q2,
JPMorgan Chase,total_assets,2018-09-30,2615183000000,10-Q,2018.0,Q3,
JPMorgan Chase,total_assets,2018-12-31,2622532000000,10-K,2018.0,FY,
JPMorgan Chase,total_assets,2018-12-31,2622532000000,10-Q,2019.0,Q1,
JPMorgan Chase,total_assets,2019-03-31,2737188000000,10-Q,2019.0,Q1,
JPMorgan Chase,total_assets,2019-06-30,2727379000000,10-Q,2019.0,Q2,
JPMorgan Chase,total_assets,2019-09-30,2764661000000,10-Q,2019.0,Q3,
JPMorgan Chase,total_assets,2019-12-31,2687379000000,10-K,2019.0,FY,
JPMorgan Chase,total_assets,2019-12-31,2687379000000,10-Q,2020.0,Q1,
JPMorgan Chase,total_assets,2020-03-31,3139431000000,10-Q,2020.0,Q1,
JPMorgan Chase,total_assets,2020-06-30,3213115000000,10-Q,2020.0,Q2,
JPMorgan Chase,total_assets,2020-09-30,3246076000000,10-Q,2020.0,Q3,
JPMorgan Chase,total_assets,2020-12-31,3386071000000,10-K,2020.0,FY,
JPMorgan Chase,total_assets,2020-12-31,3384757000000,10-Q,2021.0,Q1,
JPMorgan Chase,total_assets,2021-03-31,3689336000000,10-Q,2021.0,Q1,
JPMorgan Chase,total_assets,2021-06-30,3684256000000,10-Q,2021.0,Q2,
JPMorgan Chase,total_assets,2021-09-30,3757576000000,10-Q,2021.0,Q3,
JPMorgan Chase,total_assets,2021-12-31,3743567000000,10-K,2021.0,FY,
JPMorgan Chase,total_assets,2021-12-31,3743567000000,10-Q,2022.0,Q1,
JPMorgan Chase,total_assets,2022-03-31,3954687000000,10-Q,2022.0,Q1,
JPMorgan Chase,total_assets,2022-06-30,3841314000000,10-Q,2022.0,Q2,
JPMorgan Chase,total_assets,2022-09-30,3773884000000,10-Q,2022.0,Q3,
JPMorgan Chase,total_assets,2022-12-31,3665743000000,10-K,2022.0,FY,
JPMorgan Chase,total_assets,2022-12-31,3665743000000,10-Q,2023.0,Q1,
JPMorgan Chase,total_assets,2023-03-31,3744305000000,10-Q,2023.0,Q1,
JPMorgan Chase,total_assets,2023-06-30,3868240000000,10-Q,2023.0,Q2,
JPMorgan Chase,total_assets,2023-09-30,3898333000000,10-Q,2023.0,Q3,
JPMorgan Chase,total_assets,2023-12-31,3875393000000,10-K,2023.0,FY,
JPMorgan Chase,total_assets,2023-12-31,3875393000000,10-Q,2024.0,Q1,
JPMorgan Chase,total_assets,2024-03-31,4090727000000,10-Q,2024.0,Q1,
